doc_id,category,router_tag,field,title,content,source
122,업종가이드 - 네일샵 창업·운영,업종가이드,네일샵,네일샵 - 폐업신고 등,"폐업신고 영업신고에 대한 폐업신고 네일 미용업의 영업신고를 한 사람이 폐업을 하려는 경우에는 폐업한 날부터 20일 이내에 폐업신고서를 시장·군수·구청장(자치구의 구청장에 한함)에게 제출해야 합니다(「공중위생관리법」 제3조제2항 본문, 「 공중위생관리법 시행규칙」 제3조의3제1항 및 별지 제5호의2서식) ※ 다만, 「공중위생관리법」 제11조에 따른 영업정지 등의 기간 중에는 폐업신고를 할 수 없습니다(「공중위생관리법」 제3조제2항 단서) 네일 미용업의 신고를 한 자의 사망으로 면허를 소지하지 않은 자가 상속인이 된 경우에는 그 상속인은 상속받은 날부터 3개월 이내에 시장·군수·구청장에게 폐업신고를 해야 합니다(「공중위생관리법」 제3조제3항) 위에 따른 폐업신고를 하려는 사람이 「부가가치세법」 제8조제8항에 따른 폐업신고를 같이 하려는 경우에는 위의 영업신고에 대한 폐업신고서에 「부가가치세법 시행규칙」 별지 제9호서식의 폐업신고서를 함께 제출해야 합니다(「공중위생관리법 시행규칙」 제3조의3제4항 전단) 또한, 관할 세무서장이 「부가가치세법 시행령」 제13조제5항에 따라 「부가가치세법 시행령」 제 13조제1항에 따른 폐업신고를 받아 이를 해당 시장·군수·구청장에게 송부한 경우에는 폐업신고서가 제출된 것으로 봅니다(「공중위생관리법 시행규칙」 제3조의3제5항) 사업자등록에 대한 폐업신고 사업자등록을 한 사업자가 폐업을 하려는 경우에는 지체 없이 다음의 사항을 적은 폐업신고서를 관할 세무서장이나 그 밖에 신고인의 편의에 따라 선택한 세무서장에게 제출(국세정보통신망에 의한 제출 포함)해야 합니다(「부가가치세법」 제8조제8항 전단,「부가가치세법 시행령」 제13조제1항 및「부가가치세법 시행규칙」 제 10조제1항) 사업자의 인적사항 폐업 연월일과 그 사유 그 밖의 참고 사항 폐업신고서에는 사업자등록증을 첨부해야 합니다(「부가가치세법 시행령」 제13조제2항) 사업자등록을 한 사업자가 부가가치세 확정신고서에 폐업 연월일과 그 사유를 적고 사업자등록증을 첨부해 제출하는 경우에는 사업자등록에 대한 폐업신고서를 제출한 것으로 봅니다(「부가가치세법 시행령」 제 13조제3항) 4대 보험 탈퇴·소멸신고 국민연금 당연적용사업장 탈퇴신고 네일 미용업자가 당연적용사업장의 사용자로서 사업장을 폐업하게 되면 해당 네일 미용업자는 사업장의 폐업 사유가 발생한 날이 속하는 달의 다음 달 15일까지 사업장탈퇴 신고서 및 사업장 탈퇴 사실을 증명할 수 있는 서류를 국민연금공단에 제출해야 합니다(「국민연금법」 제21조제1항, 「국민연금법 시행규칙」 제4조 전단 및 별지 제4호서식) 국민건강보험 사업장 탈퇴신고 사업장을 폐업하게 되면 해당 네일 미용업자는 폐업한 날부터 14일 이내에 사업장 탈퇴신고서(전자문서 포함)에 사업장 탈퇴사실을 증명할 수 있는 서류(전자문서 포함)를 첨부하여 국민건강보험공단에 제출해야 합니다(「국민건강보험법」 제7조제2호, 「국민건강보험법 시행규칙」 제3조제3항제1호 및 별지 제4호서식) 고용보험 및 산업재해보상보험의 보험관계 소멸신고 고용보험 및 산업재해보상보험의 보험관계는 해당 네일 미용업이 폐업되거나 끝난 날의 다음 날에 소멸합니다(「고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률」 제10조제1호) 네일 미용업의 폐업·종료 등을 이유로 보험관계가 소멸한 경우 해당 네일 미용업자는 그 보험관계가 소멸한 날부터 14일 이내에 보험관계 소멸신고서를 해당 근로복지공단에 제출함으로써 소멸신고를 해야 합니다(「고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률」 제11조제1항 본문, 「고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 시행규칙」 제7조제3항 전단 및 별지 제4호서식).",법제처 찾기쉬운 생활법령정보 - 네일샵 창업·운영 (2026.5 기준)
123,업종가이드 - 동업계약,업종가이드,동업계약,동업계약 - 동업계약의 개념 및 유형,"개념 동업 “동업”이란 2명 이상이 금전이나 그 밖의 재산 또는 노무 등을 출자해 공동사업을 경영하는 것을 말합니다(「조세특례제한법」 제100조의14제1호 참조) 동업기업 “동업기업”이란 2명 이상이 금전이나 그 밖의 재산 또는 노무 등을 출자해 공동사업을 경영하면서 발생한 이익 또는 손실을 배분받기 위해 설립한 단체를 말합니다(「조세특례제한법」 제100조의14제1호) 동업계약의 유형 동업자끼리 동일한 조건으로 체결한 동업계약 동업자 모두 자본 또는 노무를 출자하는 것으로 계약을 체결하는 일반적인 형태의 동업계약을 말합니다 이 경우 동업체는 계약조건에 따라 운영되지만 계약에 기재되지 않은 부분은 「민법」의 조합에 관한 규정에 따라 규율됩니다 “조합”이란 2명 이상이 상호출자해 공동사업을 경영하기로 계약하고 만들어진 인적 결합체를 말합니다(「민법」 제703조제1항) ※ 예를 들어 ""3명의 친구가 모여 음식점을 하기로 하고 한 명은 건물을, 한 명은 현금을, 한 명은 그곳에서 일하는 노무를 제공하기로 체결한 동업계약을 통해 만들어진 동업체""는 「민법」상의 조합에 해당합니다 자본만을 출자하는 동업자가 있는 동업계약 출자자본이 ""영업을 하는 동업자""의 소유가 되는 경우 동업자 중 한 당사자는 자본과 노무를 출자하고, 다른 당사자는 자본만을 출자하는 형태인 동업계약을 말하는데 출자재산은 노무를 출자해 영업을 담당하는 동업자의 소유가 되는 동업계약이 이에 해당합니다 이 경우 동업체는 계약조건에 따라 운영되지만 계약에 기재되지 않은 부분은 「상법」의 익명조합에 관한 규정에 따라 규율됩니다 “익명조합”이란 당사자 일방이 상대방의 영업을 위해 출자하고 상대방은 그 영업으로 발생한 이익을 분배받는 것으로 계약하고 만들어진 조합을 말합니다(「상법」 제78조) ※ 예를 들어 ""영화제작사가 거액의 영화제작비를 조달하기 위해 출자자를 모집해 필요한 자금을 조달하는 경우""와 같이 출자금은 영화제작사의 소유가 되고 영업도 영화제작사가 단독으로 수행하며, 익명조합원인 출자자와는 내부적인 관계에서만 인정되는 형태입니다 출자자본을 ""공동""으로 소유하게 되는 경우 동업자 중 한 당사자는 자본과 노무를 출자하고, 다른 당사자는 자본만을 출자하는 형태의 동업계약을 말하며 출자재산은 동업자의 공동소유가 되는 동업계약이 이에 해당합니다 이 경우 동업체는 계약조건에 따라 운영되지만 계약에 기재되지 않은 부분은 「상법」의 합자조합에 관한 규정에 따라 규율됩니다 “합자조합”이란 공동 사업을 경영할 목적으로 무한책임을 지는 업무집행조합원과 출자가액을 한도로 유한책임을 지는 조합원이 상호출자하기로 계약하고 만들어진 조합을 말합니다(「상법」 제86조의2) √ 합자조합은 유한책임조합원이 무한책임을 지는 업무집행조합원의 사업에 출자를 하고 이익을 배당받는다는 점에서 익명조합과 유사하나, 법률상으로는 유한책임조합원도 회사의 구성원으로서 조합원의 지위를 가지고 대외적으로 출자액의 한도 내에서 책임을 직접 부담한다는 점에서 익명조합과 다릅니다 ※ 예를 들어 발명가인 A씨의 아이디어가 투자가치가 있다고 판단한 재산가 B씨가 10억을 투자하기로 하고 동업체를 만든 경우 발명가이자 영업자인 A씨는 무한책임을 지는 업무집행조합원이 되고, B씨는 동업체의 구성원으로써 10억 한도 내에서만 책임을 지는 유한책임조합원이 됩니다 회사를 만들기로 하는 동업계약 동업으로 회사를 만들어 운영하는 경우는 「상법」의 합명회사, 합자회사에 관한 규정에 따라 규율됩니다 합명회사 “합명회사”란 회사채권자에 대해 사원 전원이 직접 연대해 무한책임을 지는 일원적 조직을 말합니다(「법령용어사례집」 법제처·한국법제연구원) 각 사원은 회사의 업무집행권 및 대표권과 같은 권리를 가지고 출자의무를 부담합니다(「법령용어사례집」 법제처·한국법제연구원) ※ 합명회사에 대한 더 자세한 사항은 이 사이트 『합명회사(설립·운영)』에서 확인할 수 있습니다 합자회사 “합자회사”란 무한책임사원과 유한책임사원으로 구성되는 이원적 조직의 회사를 말합니다(「법령용어사례집」 법제처·한국법제연구원) ※ 합자회사에 대한 더 자세한 사항은 이 사이트 『합자회사(설립·운영)』 에서 확인할 수 있습니다 ※ 동업계약에 관한 콘텐츠에서는 이미 이 사이트에서 서비스되고 있는 합명회사·합자회사에 대한 설명은 제외하고, 「민법」에 따른 조합과 「상법」에 따른 익명조합·합자조합의 규율을 받는 동업계약을 중심으로 법령정보를 제공합니다 동업계약의 유형별 비교 유형별 비교 구분/유형 조합 익명조합 합자조합 영업조합원 / 익명조합원 업무집행조합원 / 유한책임조합원 당사자 2명 이상 (2명이상이라 하더라도 2 (2명이상이라 하더라도 2 당사자) 당사자) 영업조합원 : 출자의무 없음 업무집행조합원 : 금전 그 밖의 재산 금전 그 밖의 재산 또는 출자목적물 익명조합원 : 금전 그 밖의 또는 노무 노무 재산 유한책임조합원 : 금전 그 밖의 재산 영업형태 공동경영형태 영업조합원의 단독영업 업무집행조합원의 단독영업 소유형태 합유 영업조합원의 단독소유 합유 등기 없음 없음 있음 ※ ""합유""란 법률규정이나 계약 없음 없음 있음 ※ ""합유""란 법률규정이나 계약에 의해 여러 사람이 조합체로서 물건을 소유하는 공동소유의 한 형태를 말합니다(「법령용어사례집」 법제처·한국법제연구원).",법제처 찾기쉬운 생활법령정보 - 동업계약 (2026.5 기준)
124,업종가이드 - 동업계약,업종가이드,동업계약,동업계약 - 동업계약의 법제 개관,"「조세특례제한법」의 동업기업 용어의 의미 ""동업기업""이란 2명 이상이 금전이나 그 밖의 재산 또는 노무 등을 출자하여 공동사업을 경영하면서 발생한 이익 또는 손실을 배분받기 위하여 설립한 단체를 말합니다(「조세특례제한법」 제100조의14제1호) ""동업자""란 동업기업의 출자자인 거주자, 비거주자, 내국법인 및 외국법인을 말합니다(「조세특례제한법」 제100조의14제2호) ""배분""이란 동업기업의 소득금액 또는 결손금 등을 각 과세연도의 종료일에 자산의 실제 분배 여부와 관계없이 동업자의 소득금액 또는 결손금 등으로 귀속시키는 것을 말합니다(「조세특례제한법」 제 100조의14제3호) 동업자간의 수익배분 동업자군별 배분대상 소득금액 또는 결손금은 각 과세연도의 종료일에 해당 동업자군에 속하는 동업자들에게 동업자 간의 손익배분비율에 따라 배분됩니다(「조세특례제한법」 제100조의18제1항 본문) ※ 다만, 동업기업의 경영에 참여하지 않고 출자만 하는 자로서 다음 중 어느 하나에 해당하는 동업자(이하 ""수동적동업자""라 함)에게는 결손금을 배분하지 않되, 해당 과세연도의 종료일부터 15년 이내에 끝나는 각 과세연도에 그 수동적동업자에게 소득금액을 배분할 때 배분되지 않은 결손금을 그 배분대상 소득금액에서 「소득세법」 제119조 또는 「법인세법」 제93조에 따라 계산한 금액으로 공제하고 배분됩니다(「조세특례제한법」 제100조의18제1항 단서, 「조세특례제한법 시행령」 제100조의18제1항 및 제3항 ).",법제처 찾기쉬운 생활법령정보 - 동업계약 (2026.5 기준)
125,업종가이드 - 동업계약,업종가이드,동업계약,동업계약 - 다음의 요건을 모두 갖춘 동업자,동업기업에 성명 또는 상호를 사용하게 하지 않을 것 동업기업의 사업에서 발생한 채무에 대하여 무한책임을 부담하기로 약정하지 않을 것 「법인세법 시행령」 제40조제1항 각 호에 따른 임원 또는 이에 준하는 자가 아닐 것,법제처 찾기쉬운 생활법령정보 - 동업계약 (2026.5 기준)
126,업종가이드 - 동업계약,업종가이드,동업계약,동업계약 - 해당 동업기업이 기관전용 사모집합투자기구인 경우에는 그 유한책임사원,"※ 또한 상위 동업기업이 하위 동업기업의 수동적동업자에 해당하여 「조세특례제한법」 제100조의18제1항 단서에 따라 해당 상위 동업기업에 하위 동업기업의 결손금을 배분하지 않은 경우에는 그 상위 동업기업의 동업자에게도 해당 결손금을 배분하지 않습니다(「조세특례제한법 시행령」 제100조의18제2항) 동업체에 대한 세금혜택 동업기업과세특례를 신청한 동업체에는 직접 소득세 또는 법인세를 부과하지 않고, 동업체로부터 수익분배를 받은 동업자(상위 동업기업인 동업자는 제외)에게 소득세 또는 법인세가 부과됩니다(「조세특례제한법」 제100조의16제1항 및 제2항) 「민법」 동업계약에서 「민법」의 적용 동업체의 운영에 있어 계약서에 명확히 기재되어 있지 않은 사안이나 분쟁 등은 「민법」의 규정을 적용해 해결합니다 출자 동업계약을 체결한 동업자는 금전 그 밖의 재산 또는 노무 등을 제공하는 출자를 해야 합니다(「민법」 제 703조제2항) 동업체 재산의 소유형태 동업자가 출자한 동업체 재산은 동업자 전원의 합유로 합니다(「민법」 제704조) ※ ""합유""란 법률규정이나 계약에 의해 여러 사람이 조합체로서 물건을 소유하는 공동소유의 한 형태를 말합니다(「법령용어사례집」 법제처·한국법제연구원) 동업자끼리 동일한 조건으로 체결한 동업계약(조합) 2명 이상이 상호출자해 공동사업을 경영하기로 계약하고 만들어진 인적 결합체를 조합이라고 합니다(「민법」 제703조제1항) 동업체의 업무집행 동업체의 업무집행은 동업자의 과반수로 결정합니다(「민법」 제706조제2항 전단) 동업계약의 해지사유 동업계약으로 동업체의 존속기간을 정하지 않거나 동업자가 종신까지 존속할 것을 정한 경우 각 동업자는 언제든지 탈퇴할 수 있습니다(「민법」 제716조제1항 전단) 탈퇴한 동업자와 다른 동업자간의 계산은 탈퇴 당시 동업체의 재산 상태를 기준으로 합니다(「민법」 제 719조제1항) 청산 조합이 해산하면 청산은 총 조합원 공동으로 또는 그들이 선임한 자가 그 사무를 집행합니다(「민법」 제 721조제1항) 조합의 잔여재산은 각 조합원의 출자가액에 비례해 분배합니다(「민법」 제724조제2항) 「상법」 동업계약에서 「상법」의 적용 동업계약의 유형 중 자본만 출자하는 동업자가 있는 동업계약에 대해서는 「상법」의 ""익명조합""과 ""합자조합""에 관한 규정이 적용됩니다(「상법」 제78조 및 제86조의2) 동업계약 시 계약서 작성 동업계약서에는 동업체의 명칭, 동업자의 성명, 출자방법, 손익분배에 관한 사항 등을 적고 총 조합원이 기명날인하거나 서명해야 합니다(「상법」 제86조의3 참조) 자본만을 출자하는 동업자가 있는 동업계약",법제처 찾기쉬운 생활법령정보 - 동업계약 (2026.5 기준)
127,업종가이드 - 동업계약,업종가이드,동업계약,동업계약 - 출자자본이 영업을 하는 동업자의 소유가 되는 경우(익명조합),동업자 중 어느 한쪽이 상대방의 영업을 위해 출자하고 다른 상대방은 그 영업으로 인한 이익을 분배하기로 계약하는 동업계약을 “익명조합”이라고 합니다(「상법」 제78조).,법제처 찾기쉬운 생활법령정보 - 동업계약 (2026.5 기준)
128,업종가이드 - 동업계약,업종가이드,동업계약,동업계약 - 출자자본을 공동으로 소유하게 되는 경우(합자조합),동업체의 업무집행자로서 동업체의 채무에 대해 무한책임을 지는 업무집행동업자와 출자가액을 한도로 유한책임을 지는 유한책임동업자가 상호출자해 공동사업을 경영하기로 하는 동업계약을 “합자조합”이라고 합니다(「상법」 제86조의2 참조). 동업계약의 해지사유 당사자의 해지청구 동업계약으로 동업체의 존속기간을 정하지 않거나 어느 당사자의 종신까지 존속할 것을 약정한 경우 각 동업자는 영업연도 말에 계약을 해지할 수 있습니다(「상법」 제83조제1항 전단). 동업체의 존속기간에 대한 약정 유무에도 불구하고 부득이한 사정이 있는 경우 각 당사자는 언제든지 계약을 해지할 수 있습니다(「상법」 제83조제2항). 계약의 종료 동업계약은 영업의 폐지나 동업자의 사망 등의 사유로 종료합니다(「상법」 제84조). 해산 합자조합의 경우 업무집행조합원 또는 유한책임조합원 전원이 퇴사하면 해산됩니다(「상법」 제 86조의8제1항 및 제285조제1항 참조).,법제처 찾기쉬운 생활법령정보 - 동업계약 (2026.5 기준)
129,업종가이드 - 동업계약,업종가이드,동업계약,동업계약 - 계약서의 작성,"동업계약서의 작성 계약서의 기재내용 동업계약서에는 다음 사항을 적고 모든 동업자가 기명날인하거나 서명해야 합니다(「상법」 제86조의3 참조) 동업하는 사업 목적 및 내용 동업체의 명칭 동업자의 성명 또는 상호, 주소 및 주민등록번호 주된 영업소의 소재지 동업자별 출자(出資)방법 및 출자금액 √ 출자대상물 : 금전 그 밖의 재산인지, 노무인지 여부 √ 출자대상물이 금전 등일 경우 : 출자일, 출자금액, 어떤 식으로 출자할 것인지에 대한 사항 √ 출자일에 출자를 하지 않은 경우의 손해배상책임 동업자별 손익분배에 관한 사항 √ 사업으로 이익이 발생한 경우의 분배방법 √ 사업으로 손해(채무)가 발생한 경우의 부담방법 동업자의 지분(持分) 양도에 관한 사항 √ 지분양도가 가능한지 여부 √ 지분양도가 가능하다면 양도방법(통지기간, 통지방법 등 포함) 및 양도금액 √ 지분양도 시의 손익분배 및 재산분배 등에 관한 사항 동업체의 해산 시 잔여재산 분배에 관한 사항 √ 해산 시 잔여재산이 있는 경우 분배방법 및 시기 √ 해산 시 손해(채무)가 있는 경우의 부담방법 동업체의 존속기간이나 그 밖의 해산사유에 관한 사항 √ 동업체를 언제까지 존속시킬 것인지 여부 √ 사망, 손해의 축적 등 해산사유를 규정하는 경우 그에 관한 내용 계약의 효력 발생일 그 외 특약사항 √ 위의 내용과는 별도로 동업자간에 규정할 내용이 있는 의 축적 등 해산사유를 규정하는 경우 그에 관한 내용 계약의 효력 발생일 그 외 특약사항 √ 위의 내용과는 별도로 동업자간에 규정할 내용이 있는 경우 그에 관한 내용 √ 다툼이 있는 경우의 손해배상책임 또는 관할법원 등에 관한 규정 ※ 계약서의 작성 Q. 친구와 반씩 돈을 내서 학원을 운영하려고 합니다 친한 친구인데 동업하기 전에 계약서를 꼭 작성해야 할까요? 작성해야 한다면 어떤 내용을 적어야 하나요? A. 동업을 하기 전에 계약서를 반드시 작성하시는 것이 좋습니다 동업을 하다 보면 동업자가 제때에 출자를 하지 않거나, 사업에 적자가 발생한 경우 출자금을 원금 그대로 돌려달라고 하거나, 현 상태와는 상관없이 출자금을 돌려달라고 하는 등 여러 분쟁이 발생할 수 있습니다 이러한 분쟁을 막을 수 있는 방법 중 하나가 계약서를 꼼꼼하게 작성하는 것입니다 동업계약서에는 특히 ① 동업자별로 출자하는 방법 및 출자금액, 언제까지 출자금을 납입할 것인지, ② 사업이 적자일 경우 또는 흑자일 경우 각각 손익분배를 어떻게 할 것인지, ③ 동업자가 지분을 양도할 때는 어떻게 해야 할 것인지. ④ 사업을 그만두려고 하는 경우 잔여재산 분배는 어떻게 할 것인지 등에 대해 자세히 기재하는 것이 필요합니다 계약서를 모두 작성한 후에는 동업자 모두 기명날인을 하고 공증을 받는 것이 안전합니다 ※ 비밀유지의무가 있는 계약을 체결하는 경우 “영업비밀”이란 공공연하게 알려져 있지 않고 독립된 경제적 가치를 가지는 것으로서 상당한 노력에 의해 비밀로 유지된 생산방법, 판매방법 그 밖에 영업활동에 유용한 기술상 또는 경영상의 정보를 말합니다(대법원 2009. 7. 9. 선고, 2006도7916 판결) 이러한 영업비밀에 대한 비밀유지조항이 기재된 계약을 체결하는 경우 영업비밀을 누설하거나 사용해서는 안 되며, 위반 시에는 처벌을 받을 수 있습니다(「부정경쟁방지 및 영업비밀보호에 관한 법률」 제 18조제2항) 또한 영업비밀유지조항을 위반해 영업비밀을 누설하거나 사용하는 경우 영업상 이익을 침해한 것이 되어 이에 대한 손해배상을 해야 합니다(대법원 2011. 7. 14. 선고, 2009다12528 판결).",법제처 찾기쉬운 생활법령정보 - 동업계약 (2026.5 기준)
130,업종가이드 - 동업계약,업종가이드,동업계약,동업계약 - 공증,"공증 개념 “공증(公證)”이란 행정주체가 특정한 사실이나 법률관계의 존부를 공적으로 증명하는 행정행위를 말합니다(「법령용어사례집」 법제처·한국법제연구원) “공증인”이란 공증에 관한 직무를 수행할 수 있도록 법무부장관으로부터 임명을 받은 사람과 요건을 갖추어 공증인가를 받은 법무법인 등을 말합니다(「공증인법」 제1조의2제1호) 공증의 효력 공증인이 공무원의 직위로 작성한 증서는 진정한 공문서로 추정됩니다(「공증인법」 제2조 및 「 민사소송법」 제356조제1항) 공증은 인식의 표시로 공적 공증력을 가지므로 반증이 없는 한 번복되지 않습니다(「법령용어사례집」 법제처·한국법제연구원) 공증사무소 공증을 받기 위해서는 공증사무소를 방문해야 합니다 ""공증사무소""란 ① 공증인으로 임명된 사람이 설치한 사무소 및 ② 공증담당변호사를 두고 공증인가를 받은 법무법인 등이 설치한 사무소를 말합니다(「공증인법」 제13조의2 및 제15조의6) 공증수수료 공증인이 받는 수수료는 다음과 같습니다(「공증인 수수료 규칙」 제2조 및 제13조) 법률행위의 목적 또는 어음 및 수표의 가액 수수료 200만원까지 1만1천원 500만원까지 2만2천원 1천만원까지 3만3천원 1천500만원까지 4만4천원 초과액의 2천분의 3을 더하되, 1천500만원초과시 300만원을 초과하지 못함 ※ 법률행위의 목적의 가액을 산정할 수 없는 경우에는 그 가액은 2천만100원으로 합니다 다만, 그 최저가액이 2천만100원을 초과하거나 그 최고가액이 이에 미달한 것이 명백한 경우에는 그 최저가액 또는 최고가액을 법률행위의 목적의 가액으로 합니다(「공증인 수수료 규칙」 제13조) 수수료의 면제 당사자 본인이 다음 중 어느 하나에 해당하는 경우 수수료, 일당 및 여비의 지급을 면제합니다(「공증인 수수료 규칙」 제34조).",법제처 찾기쉬운 생활법령정보 - 동업계약 (2026.5 기준)
131,업종가이드 - 동업계약,업종가이드,동업계약,동업계약 - 계약파기 사유,"계약 해제 개념 “계약 해제”란 동업계약 체결 후 동업계약 당사자 중 어느 한 쪽이 일방적인 의사표시로 계약의 효력을 소멸시켜 그 계약이 처음부터 없었던 것과 같은 상태로 만드는 것을 말합니다(「법령용어사례집」 법제처·한국법제연구원) 해제요건 이행지체 동업계약 당사자 중 어느 한 쪽이 출자 등의 의무를 이행하지 않는 경우 다른 동업자는 상당한 기간을 정해 의무를 이행할 것을 최고하고 그 기간 내에 이행하지 않으면 계약을 해제할 수 있습니다(「민법」 제 544조 전단) 그러나 동업자가 미리 이행하지 않을 것이라는 의사를 표시한 경우에는 최고를 하지 않아도 됩니다(「민법」 제544조 후단) 동업계약의 성질 또는 동업자의 의사표시로 일정한 시일 또는 일정한 기간 내에 이행하지 않으면 계약의 목적을 달성할 수 없는데 동업계약 당사자 중 어느 한 쪽이 그 시기에 이행하지 않은 경우 다른 동업자는 최고를 하지 않고 계약을 해제할 수 있습니다(「민법」 제545조) 이행불능 동업계약 당사자 중 어느 한 쪽의 책임있는 사유로 이행이 불능하게 된 경우 다른 동업자는 계약을 해제할 수 있습니다(「민법」 제546조) 계약 해지 개념 ""계약 해지""란 동업계약 체결 후 동업계약 당사자 중 어느 한 쪽이 일방적인 의사표시로 계약의 효력을 소멸시켜 그 계약이 장래에는 효력이 없도록 만드는 것을 말합니다(「법령용어사례집」 법제처·한국법제연구원) 해제와의 차이점 해제는 소급효가 있어 동업계약이 처음부터 없었던 상태로 만드는 것에 비해, 해지는 소급효가 없어 장래에만 효력이 없도록 만든다는 점이 다릅니다(「민법」 제550조) 해지요건 이행지체 또는 이행불능 해제와 마찬가지로 이행지체와 이행불능을 이유로 계약을 해지할 수 있습니다 ※ 동업계약 해지로 인한 손해배상 Q. 친구와 반씩 돈을 내서 가게를 운영하려고 했는데 동업자가 제때 출자금을 내지 않아 계약을 해지하게 되었습니다 좋은 입지의 가게를 임대할 수 있었는데 놓쳐서 손해를 보았습니다 동업자에게 채무불이행으로 인한 손해배상을 청구하고 싶은데 가능할까요? A. 안 됩니다 청산은 할 수 있으나 손해배상을 별도로 청구할 수는 없습니다 동업계약의 한 쪽 당사자가 출자의무의 이행으로 들어간 비용을 청산을 통해 다른 동업자에게 받을 수는 있습니다 그러나 이와는 별개로 동업계약으로 인한 의무를 이행하지 않아 동업계약을 해지했다 하더라도 채무불이행으로 인한 손해배상 청구는 할 수 없습니다 < 대법원 1983. 5. 24. 선고, 82다카1667 판결 참조> 계약 취소 개념 ""계약의 취소""란 동업계약 체결 후 동업자가 제한능력자가 되었거나 의사표시의 착오·사기나 강박으로 계약을 체결한 경우 계약의 효력을 소멸시켜 그 계약이 처음부터 없었던 것과 같은 상태로 만드는 것을 말합니다(「법령용어사례집」 법제처·한국법제연구원) 취소요건 동업자가 제한능력자인 경우 동업자가 미성년자인 경우 그 법정대리인은 동업계약을 취소할 수 있습니다(「민법」 제5조 및 제8 조제1항) 동업자가 질병, 장애, 노령, 그 밖의 사유로 인한 정신적 제약으로 사무를 처리할 능력이 지속적으로 결여된 사람으로 성년후견개시의 심판을 받은 경우 그 성년후견인은 동업계약을 취소할 수 있습니다(「민법」 제9 조제1항 및 제10조제1항) 동업자가 질병, 장애, 노령, 그 밖의 사유로 인한 정신적 제약으로 사무를 처리할 능력이 부족한 사람으로 한정후견개시의 심판을 받은 경우 그 한정후견인은 동업계약을 취소할 수 있습니다(「민법」 제 12조제1항 및 제13조제4항) 착오가 있는 동업계약인 경우 동업계약의 중요한 부분에 대한 객관적인 사실과 주관적으로 인식한 사실이 일치하지 않은 상태에서 동업계약을 체결한 경우 계약자는 동업계약을 취소할 수 있습니다(「민법」 제109조제1항 전단) 그러나 그 착오가 인식한 사람의 중대한 과실로 인한 경우에는 취소하지 못합니다(「민법」 제 109조제1항 후단) 사기, 강박에 의한 동업계약인 경우 동업계약이 사기나 강박에 의해 체결된 경우 계약자는 동업계약을 취소할 수 있습니다(「민법」 제 110조제1항) 제삼자가 계약자에게 사기나 강박을 행해 동업계약을 체결하게 한 경우 동업상대방이 그 사실을 알았거나 알 수 있었을 경우에 한해 그 계약을 취소할 수 있습니다(「민법」 제110조제2항) 내용증명 효력 “내용증명”이란 등기취급을 전제로 우체국창구 또는 정보통신망을 통해 발송인이 수취인에게 어떤 내용의 문서를 언제 발송했다는 사실을 우체국이 증명하는 특수취급제도를 말합니다(「우편법 시행규칙」 제 25조제1항제4호가목) 계약을 파기하기 전 동업자에게 계약의 이행 여부 또는 이행 최고 등에 대한 내용증명을 먼저 보낸 후 이행 최고일까지 이행하지 않을 경우 파기를 하는 방법으로 증명서류를 남기는 것이 좋습니다 ※ 내용증명의 작성 및 절차에 대한 더 자세한 내용은 이 사이트의 『금전거래』 에서 확인하실 수 있습니다.",법제처 찾기쉬운 생활법령정보 - 동업계약 (2026.5 기준)
